ID,Candidate State,Age Range,Residence,Sex,Protected category,TAG,Study area,Study Title,Years Experience,Sector,Last Role,Year of insertion,Recruitment Request,Assumption Headquarters,Job Family Hiring,Job Title Hiring,Overall,Job Description,Candidate Profile,Years Experience.1,Minimum Ral,Ral Maximum,Study Level,Study Area.1,Akkodis headquarters,Current Ral,Expected Ral,Technical Skills,Standing/Position,Comunication,Maturity,Dynamism,Mobility,English,number_of_searches,Hired,Residence Country,Residence Italian Region,Residence Italian Province,Residence Italian City IT,Residence Italian City EN,Italian Residence,European Residence,Assumption HQ Lat,Assumption HQ Lng,Akkodis HQ Lat,Akkodis HQ Lng,Residence Lat,Residence Lon,candidate_text,Distance Residence - Akkodis HQ,Distance Residence - Assumption HQ
27773,first contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,False,,Artistic,Three-year degree,[3-5],Others,industrial designer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Three-year degree in Artistic. Worked in the Others sector. Last held the role of industrial designer. with [3-5] years of experience.,,
27856,first contact,26 - 30 years,SELVINO » Bergamo ~ Lombardy,Male,False,,computer engineering,Five-year degree,[0],Others,graduating student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Selvino,SELVINO,True,True,,,,,45.78525,9.75292,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,,
27857,first contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,False,,Management Engineering,Five-year degree,[0-1],Automotive,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in Management Engineering. Worked in the Automotive sector. Last held the role of student. with [0-1] years of experience.,,
27970,in selection,< 20 years,NAPLES » Naples ~ Campania,Male,False,"AUTOCAD, OFFICE, NX, SAP",Mechanical engineering,Five-year degree,[0],Consulting,mechanical designer,[2023],,,,,2.0,,,,,,,,,,,2.0,3.0,3.0,3.0,2.0,3.0,2.0,151.0,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,"Five-year degree in Mechanical engineering. Worked in the Consulting sector. Last held the role of mechanical designer. with [0] years of experience. Key skills include: AUTOCAD, OFFICE, NX, SAP.",,
28052,first contact,20 - 25 years,CIVITAVECCHIA » Rome ~ Lazio,Male,False,.,Mechanical engineering,Three-year degree,[0],Others,master's student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Civitavecchia,CIVITAVECCHIA,True,True,,,,,42.1,11.8,Three-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of master's student. with [0] years of experience. Key skills include: ..,,
28137,in selection,< 20 years,FORLI' » Forli-Cesena ~ Emilia Romagna,Male,False,FUNCTIONAL SAFETY,Biomedical Engineering,Five-year degree,[0],Automotive,student,[2023],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,3.0,3.0,11.0,False,ITALY,Emilia romagna,Forli-cesena,Forli',FORLI',True,True,,,,,44.2225,12.0408,Five-year degree in Biomedical Engineering. Worked in the Automotive sector. Last held the role of student. with [0] years of experience. Key skills include: FUNCTIONAL SAFETY.,,
28174,in selection,< 20 years,FLORENCE » Florence ~ Tuscany,Female,False,PLANNER,construction Engineering,Five-year degree,[+10],Oil and Gas,planner,[2023],,,,,2.0,,,,,,,,,43000.0,45000.0,3.0,3.0,3.0,2.0,2.0,1.0,3.0,433.0,False,ITALY,Tuscany,Florence,Florence,FLORENCE,True,True,,,,,43.7714,11.2542,Five-year degree in construction Engineering. Worked in the Oil and Gas sector. Last held the role of planner. with [+10] years of experience. Key skills include: PLANNER.,,
28222,first contact,26 - 30 years,SANT'AGATA LI BATTIATI » Catania ~ Sicily,Male,False,,Automation/Mechatronics Engineering,Five-year degree,[0],Others,fresh graduate,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Catania,Sant'Agata Li Battiati,SANT'AGATA LI BATTIATI,True,True,,,,,37.55745,15.07999,Five-year degree in Automation/Mechatronics Engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0] years of experience.,,
28227,first contact,< 20 years,TURIN » Turin ~ Piedmont,Female,False,,electronic Engineering,Three-year degree,[0],Others,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Three-year degree in electronic Engineering. Worked in the Others sector. Last held the role of student. with [0] years of experience.,,
28309,first contact,20 - 25 years,BERGAMO » Bergamo ~ Lombardy,Male,False,"-, .",Mechanical engineering,Five-year degree,[0],Others,fresh graduate,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Bergamo,BERGAMO,True,True,,,,,45.695,9.67,"Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0] years of experience. Key skills include: -, ..",,
28365,first contact,26 - 30 years,RIETI » Rieti ~ Lazio,Male,False,,industrial engineering,Five-year degree,[1-3],Others,fleet operation authority,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rieti,Rieti,RIETI,True,True,,,,,42.4044,12.8567,Five-year degree in industrial engineering. Worked in the Others sector. Last held the role of fleet operation authority. with [1-3] years of experience.,,
28401,in selection,26 - 30 years,ROME » Rome ~ Lazio,Male,False,,Informatics,High school graduation,[3-5],Services and Information Systems,back end web developer,[2023],,,,,,,,,,,,,,35000.0,37000.0,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,High school graduation in Informatics. Worked in the Services and Information Systems sector. Last held the role of back end web developer. with [3-5] years of experience.,,
28412,first contact,31 - 35 years,VIETRI SUL MARE » Salerno ~ Campania,Male,False,,chemical engineering,Five-year degree,[0],Others,new graduate,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Salerno,Vietri sul Mare,VIETRI SUL MARE,True,True,,,,,40.6702,14.72661,Five-year degree in chemical engineering. Worked in the Others sector. Last held the role of new graduate. with [0] years of experience.,,
28428,first contact,26 - 30 years,GENOA » Genoa ~ Liguria,Male,False,NEO,Mechanical engineering,Five-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Liguria,Genoa,Genoa,GENOA,True,True,,,,,44.4072,8.934,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience. Key skills include: NEO.,,
28435,first contact,26 - 30 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,False,C++,Automation/Mechatronics Engineering,Five-year degree,[1-3],Machining - Heavy Industry,trainee,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in Automation/Mechatronics Engineering. Worked in the Machining - Heavy Industry sector. Last held the role of trainee. with [1-3] years of experience. Key skills include: C++.,,
28524,first contact,20 - 25 years,BARI » Bari ~ Puglia,Female,False,X,Biomedical Engineering,Three-year degree,[0],Others,new graduate,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Bari,BARI,True,True,,,,,41.1253,16.8667,Three-year degree in Biomedical Engineering. Worked in the Others sector. Last held the role of new graduate. with [0] years of experience. Key skills include: X.,,
28583,in selection,40 - 45 years,PESCARA » Pescara ~ Abruzzo,Female,False,ARCHITECT,Architecture,Five-year degree,[+10],Others,architect,[2023],,,,,1.0,,,,,,,,,,,1.0,3.0,3.0,3.0,2.0,3.0,3.0,1116.0,False,ITALY,Abruzzo,Pescara,Pescara,PESCARA,True,True,,,,,42.4643,14.2142,Five-year degree in Architecture. Worked in the Others sector. Last held the role of architect. with [+10] years of experience. Key skills include: ARCHITECT.,,
28687,imported,26 - 30 years,MONOPOLIES » Bari ~ Puglia,Male,False,.,Electrical Engineering,Five-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Monopoli,MONOPOLIES,True,True,,,,,40.95,17.3,Five-year degree in Electrical Engineering. with [0] years of experience. Key skills include: ..,,
28728,in selection,26 - 30 years,SCANDICCI » Florence ~ Tuscany,Female,False,,Scientific maturity,High school graduation,[1-3],Others,commercial employee,[2023],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,3.0,933.0,False,ITALY,Tuscany,Florence,Scandicci,SCANDICCI,True,True,,,,,43.7544,11.1894,High school graduation in Scientific maturity. Worked in the Others sector. Last held the role of commercial employee. with [1-3] years of experience.,,
28779,in selection,40 - 45 years,LADISPOLI » Rome ~ Lazio,Male,False,MAINTENANCE,Safety Engineering,Five-year degree,[+10],Others,responsible for maintenance,[2023],,,,,1.0,,,,,,,,,35000.0,41000.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,67.0,False,ITALY,Lazio,Rome,Ladispoli,LADISPOLI,True,True,,,,,41.9544,12.0742,Five-year degree in Safety Engineering. Worked in the Others sector. Last held the role of responsible for maintenance. with [+10] years of experience. Key skills include: MAINTENANCE.,,
28798,first contact,< 20 years,ROME » Rome ~ Lazio,Female,False,,Aeronautical/Aerospace/Astronautics Engineering,Five-year degree,[3-5],Space,system engineer,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,Five-year degree in Aeronautical/Aerospace/Astronautics Engineering. Worked in the Space sector. Last held the role of system engineer. with [3-5] years of experience.,,
28819,first contact,31 - 35 years,MILAN » Milan ~ Lombardy,Male,False,JAVA,Linguistics,Five-year degree,[0-1],Others,java developer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in Linguistics. Worked in the Others sector. Last held the role of java developer. with [0-1] years of experience. Key skills include: JAVA.,,
28837,in selection,36 - 40 years,SALERNO » Salerno ~ Campania,Male,False,-,Mechanical engineering,Five-year degree,[+10],Others,it manager and sap administrator,[2022],,,,,,,,,,,,,,55000.0,55000.0,,,,,,,,,False,ITALY,Campania,Salerno,Salerno,SALERNO,True,True,,,,,40.6806,14.7594,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of it manager and sap administrator. with [+10] years of experience. Key skills include: -.,,
28840,first contact,< 20 years,NAPLES » Naples ~ Campania,Male,False,,computer engineering,Five-year degree,[+10],Services and Information Systems,project coordinator,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,Five-year degree in computer engineering. Worked in the Services and Information Systems sector. Last held the role of project coordinator. with [+10] years of experience.,,
28848,first contact,31 - 35 years,PAVIA » Pavia ~ Lombardy,Male,False,,chemical engineering,Five-year degree,[5-7],Oil and Gas,process technologist,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Pavia,Pavia,PAVIA,True,True,,,,,45.1853,9.155,Five-year degree in chemical engineering. Worked in the Oil and Gas sector. Last held the role of process technologist. with [5-7] years of experience.,,
28864,first contact,31 - 35 years,TURIN » Turin ~ Piedmont,Male,False,,computer engineering,Five-year degree,[0],Others,fresh graduate,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0] years of experience.,,
28882,in selection,< 20 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,False,PROCESS ENGINEER,chemical engineering,Five-year degree,[+10],Others,qa & process engineering,[2022],,,,,2.0,,,,,,,,,31000.0,37000.0,1.0,2.0,2.0,3.0,3.0,1.0,3.0,1267.0,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in chemical engineering. Worked in the Others sector. Last held the role of qa & process engineering. with [+10] years of experience. Key skills include: PROCESS ENGINEER.,,
28916,first contact,31 - 35 years,NAPLES » Naples ~ Campania,Male,False,,computer engineering,Five-year degree,[0],Others,curricular internship,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of curricular internship. with [0] years of experience.,,
28939,first contact,20 - 25 years,ROCCA PRIORA » Rome ~ Lazio,Male,False,,Informatics,Three-year degree,[0],Others,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Rome,Rocca Priora,ROCCA PRIORA,True,True,,,,,41.7833,12.7667,Three-year degree in Informatics. Worked in the Others sector. Last held the role of student. with [0] years of experience.,,
29004,first contact,< 20 years,BARI » Bari ~ Puglia,Female,False,,Other,Five-year degree,[3-5],Life sciences,technical employee,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Bari,Bari,BARI,True,True,,,,,41.1253,16.8667,Five-year degree in Other. Worked in the Life sciences sector. Last held the role of technical employee. with [3-5] years of experience.,,
29035,in selection,20 - 25 years,COAZZE » Turin ~ Piedmont,Female,False,"BLENDER, MAYA, VRED, PHOTOSHOP, ILLUSTRATOR",Other,Three-year degree,[0-1],Services and Information Systems,freelance digital creator,[2022],,,,,2.0,,,,,,,,,,,2.0,2.0,3.0,3.0,2.0,2.0,2.0,697.0,False,ITALY,Piedmont,Turin,Coazze,COAZZE,True,True,,,,,45.05181,7.30063,"Three-year degree in Other. Worked in the Services and Information Systems sector. Last held the role of freelance digital creator. with [0-1] years of experience. Key skills include: BLENDER, MAYA, VRED, PHOTOSHOP, ILLUSTRATOR.",,
29143,first contact,< 20 years,BOLOGNA » Bologna ~ Emilia Romagna,Female,False,,Agriculture and veterinary,Five-year degree,[0],Others,student,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in Agriculture and veterinary. Worked in the Others sector. Last held the role of student. with [0] years of experience.,,
29197,in selection,36 - 40 years,ROME » Rome ~ Lazio,Male,False,"ASPEN HYSYS (STATICAL SIMULATIONS), PROCESS ENGINEERING",chemical engineering,Five-year degree,[+10],Oil and Gas,senior project engineer,[2019],,,,,3.0,,,,,,,,,43000.0,45000.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,832.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,"Five-year degree in chemical engineering. Worked in the Oil and Gas sector. Last held the role of senior project engineer. with [+10] years of experience. Key skills include: ASPEN HYSYS (STATICAL SIMULATIONS), PROCESS ENGINEERING.",,
29273,first contact,36 - 40 years,ATRIPALDA » Avellino ~ Campania,Male,False,,electronic Engineering,Five-year degree,[+10],Others,"verification of technical procedures, testing and acceptance",[2022],,,,,3.0,,,,,,,,,,,3.0,2.0,2.0,3.0,2.0,3.0,2.0,412.0,False,ITALY,Campania,Avellino,Atripalda,ATRIPALDA,True,True,,,,,40.9167,14.8256,"Five-year degree in electronic Engineering. Worked in the Others sector. Last held the role of verification of technical procedures, testing and acceptance. with [+10] years of experience.",,
29276,in selection,> 45 years,TRIESTE » Trieste ~ Friuli Venezia Giulia,Male,False,,electronic Engineering,Five-year degree,[0],Others,curricular internship,[2022],,,,,2.0,,,,,,,,,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,94.0,False,ITALY,Friuli venezia giulia,Trieste,Trieste,TRIESTE,True,True,,,,,45.6503,13.7703,Five-year degree in electronic Engineering. Worked in the Others sector. Last held the role of curricular internship. with [0] years of experience.,,
29278,first contact,> 45 years,LOWER SULBIATE » Milan ~ Lombardy,Male,False,,Informatics,High school graduation,[+10],Services and Information Systems,senior software tester,[2021],,,,,,,,,,,,,,31000.0,,,,,,,,,,False,ITALY,Lombardy,Milan,Milan,LOWER SULBIATE,True,True,,,,,45.4669,9.19,High school graduation in Informatics. Worked in the Services and Information Systems sector. Last held the role of senior software tester. with [+10] years of experience.,,
29280,first contact,36 - 40 years,CHIVASSO » Turin ~ Piedmont,Male,False,,Mechanical engineering,Three-year degree,[+10],Automotive,senior process engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Chivasso,CHIVASSO,True,True,,,,,45.191,7.8872,Three-year degree in Mechanical engineering. Worked in the Automotive sector. Last held the role of senior process engineer. with [+10] years of experience.,,
29300,in selection,40 - 45 years,ROME » Rome ~ Lazio,Male,False,"PROJECT MANAGEMENT, IT, SYSTEM ADMINISTRATOR",computer engineering,Three-year degree,[+10],Services and Information Systems,system administrator,[2022],,,,,2.0,,,,,,,,,,,3.0,2.0,3.0,3.0,2.0,1.0,3.0,509.0,False,ITALY,Lazio,Rome,Roma,ROME,True,True,,,,,41.8931,12.4828,"Three-year degree in computer engineering. Worked in the Services and Information Systems sector. Last held the role of system administrator. with [+10] years of experience. Key skills include: PROJECT MANAGEMENT, IT, SYSTEM ADMINISTRATOR.",,
29311,first contact,26 - 30 years,RIVAROLO CANAVESE » Turin ~ Piedmont,Female,False,"ACCESS, DYNAMICS",Management Engineering,Five-year degree,[0-1],Consulting,erp supply chain,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Rivarolo Canavese,RIVAROLO CANAVESE,True,True,,,,,45.3312,7.7171,"Five-year degree in Management Engineering. Worked in the Consulting sector. Last held the role of erp supply chain. with [0-1] years of experience. Key skills include: ACCESS, DYNAMICS.",,
29374,first contact,< 20 years,LECCE » Lecce ~ Puglia,Male,False,,Political-Social,Five-year degree,[1-3],Others,head of communications and fundraising,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Puglia,Lecce,Lecce,LECCE,True,True,,,,,40.352,18.1691,Five-year degree in Political-Social. Worked in the Others sector. Last held the role of head of communications and fundraising. with [1-3] years of experience.,,
29480,first contact,26 - 30 years,PALERMO » Palermo ~ Sicily,Male,False,INFORMATICS,computer engineering,Five-year degree,[7-10],Railway,back end developer,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Sicily,Palermo,Palermo,PALERMO,True,True,,,,,38.1157,13.3613,Five-year degree in computer engineering. Worked in the Railway sector. Last held the role of back end developer. with [7-10] years of experience. Key skills include: INFORMATICS.,,
29512,first contact,31 - 35 years,SELVAZZANO INSIDE » Padua ~ Veneto,Female,False,,Telecommunications Engineering,Five-year degree,[0],Others,fresh graduate,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Veneto,Padua,Selvazzano Dentro,SELVAZZANO INSIDE,True,True,,,,,45.3898,11.7859,Five-year degree in Telecommunications Engineering. Worked in the Others sector. Last held the role of fresh graduate. with [0] years of experience.,,
29525,first contact,31 - 35 years,MILAN » Milan ~ Lombardy,Male,False,JAVA,Informatics,Five-year degree,[3-5],Others,software engineer,[2021],,,,,,,,,,,,,,31000.0,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,Five-year degree in Informatics. Worked in the Others sector. Last held the role of software engineer. with [3-5] years of experience. Key skills include: JAVA.,,
29573,first contact,26 - 30 years,APRILIA » Latina ~ Lazio,Male,False,,chemical engineering,Five-year degree,[0],Others,graduate,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lazio,Latina,Aprilia,APRILIA,True,True,,,,,41.5833,12.65,Five-year degree in chemical engineering. Worked in the Others sector. Last held the role of graduate. with [0] years of experience.,,
29578,first contact,31 - 35 years,PISA » Pisa ~ Tuscany,Male,False,SW ENGINEER,computer engineering,Doctorate,[3-5],Others,embedded and iot engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Tuscany,Pisa,Pisa,PISA,True,True,,,,,43.7167,10.4,Doctorate in computer engineering. Worked in the Others sector. Last held the role of embedded and iot engineer. with [3-5] years of experience. Key skills include: SW ENGINEER.,,
29628,first contact,20 - 25 years,MONZA » Monza-Brianza ~ Lombardy,Male,False,,Informatics,Three-year degree,[0],Others,graduating student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Monza-brianza,Monza,MONZA,True,True,,,,,45.5836,9.2736,Three-year degree in Informatics. Worked in the Others sector. Last held the role of graduating student. with [0] years of experience.,,
29643,first contact,26 - 30 years,EMPOLI » Florence ~ Tuscany,Male,False,,Management Engineering,Five-year degree,[0],Others,graduate,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Tuscany,Florence,Empoli,EMPOLI,True,True,,,,,43.7167,10.95,Five-year degree in Management Engineering. Worked in the Others sector. Last held the role of graduate. with [0] years of experience.,,
29664,first contact,26 - 30 years,FRANCAVILLA AL MARE » Chieti ~ Abruzzo,Female,False,,Management Engineering,Five-year degree,[0],Others,graduate student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Abruzzo,Chieti,Francavilla Al Mare,FRANCAVILLA AL MARE,True,True,,,,,42.4181,14.2919,Five-year degree in Management Engineering. Worked in the Others sector. Last held the role of graduate student. with [0] years of experience.,,
29669,imported,26 - 30 years,FELETTO » Turin ~ Piedmont,Male,False,.,computer engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Feletto,FELETTO,True,True,,,,,45.30336,7.74481,Five-year degree in computer engineering. with [0] years of experience. Key skills include: ..,,
29708,first contact,31 - 35 years,SERIATE » Bergamo ~ Lombardy,Female,False,,Chemist - Pharmaceutical,Five-year degree,[7-10],Others,microbiological laboratory,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Bergamo,Seriate,SERIATE,True,True,,,,,45.6847,9.7178,Five-year degree in Chemist - Pharmaceutical. Worked in the Others sector. Last held the role of microbiological laboratory. with [7-10] years of experience.,,
29713,first contact,< 20 years,BOLOGNA » Bologna ~ Emilia Romagna,Male,False,,Automation/Mechatronics Engineering,Five-year degree,[0-1],Others,tutors,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in Automation/Mechatronics Engineering. Worked in the Others sector. Last held the role of tutors. with [0-1] years of experience.,,
29730,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Female,False,BIOMEDICAL ENGINEERING,Biomedical Engineering,Five-year degree,[0],Life sciences,nobody,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in Biomedical Engineering. Worked in the Life sciences sector. Last held the role of nobody. with [0] years of experience. Key skills include: BIOMEDICAL ENGINEERING.,,
29792,imported,26 - 30 years,OCCHIEPPO LOWER » Biella ~ Piedmont,Female,False,.,Mechanical engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Biella,Occhieppo Inferiore,OCCHIEPPO LOWER,True,True,,,,,45.55006,8.02102,Five-year degree in Mechanical engineering. with [0] years of experience. Key skills include: ..,,
29825,first contact,20 - 25 years,TURIN » Turin ~ Piedmont,Male,False,"PYTHON, JAVA, C, C++, SQL",Information Engineering,Three-year degree,[0],Others,master's degree student,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,"Three-year degree in Information Engineering. Worked in the Others sector. Last held the role of master's degree student. with [0] years of experience. Key skills include: PYTHON, JAVA, C, C++, SQL.",,
29844,first contact,26 - 30 years,NAPLES » Naples ~ Campania,Male,False,,Mechanical engineering,Five-year degree,[0],Others,student,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Napoli,NAPLES,True,True,,,,,40.8358,14.2486,Five-year degree in Mechanical engineering. Worked in the Others sector. Last held the role of student. with [0] years of experience.,,
29904,first contact,< 20 years,BOLOGNA » Bologna ~ Emilia Romagna,Female,False,,electronic Engineering,Five-year degree,[0-1],Others,infotainment systems development and integration,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Emilia romagna,Bologna,Bologna,BOLOGNA,True,True,,,,,44.4939,11.3428,Five-year degree in electronic Engineering. Worked in the Others sector. Last held the role of infotainment systems development and integration. with [0-1] years of experience.,,
29933,first contact,36 - 40 years,GORGONZOLA » Milan ~ Lombardy,Male,False,,electronic Engineering,Three-year degree,[+10],Telecom,consultant engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Gorgonzola,GORGONZOLA,True,True,,,,,45.5333,9.4,Three-year degree in electronic Engineering. Worked in the Telecom sector. Last held the role of consultant engineer. with [+10] years of experience.,,
29955,first contact,26 - 30 years,ACERRA » Naples ~ Campania,Female,False,RAILWAY,Biomedical Engineering,Five-year degree,[0-1],Railway,verification and validation of the ixl ground signaling system,[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Campania,Naples,Acerra,ACERRA,True,True,,,,,40.95,14.3667,Five-year degree in Biomedical Engineering. Worked in the Railway sector. Last held the role of verification and validation of the ixl ground signaling system. with [0-1] years of experience. Key skills include: RAILWAY.,,
30009,in selection,< 20 years,MILAN » Milan ~ Lombardy,Male,False,,Mechanical engineering,Three-year degree,[3-5],Consulting,"production, logistics & quality engineer",[2023],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Lombardy,Milan,Milano,MILAN,True,True,,,,,45.4669,9.19,"Three-year degree in Mechanical engineering. Worked in the Consulting sector. Last held the role of production, logistics & quality engineer. with [3-5] years of experience.",,
30018,first contact,26 - 30 years,BAISO » Reggio-Emilia ~ Emilia Romagna,Male,False,,Other scientific subjects,High school graduation,[0],Automotive,graduating in computer engineering,[2023],,,,,2.0,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,2.0,3.0,48.0,False,ITALY,Emilia romagna,Reggio-emilia,Baiso,BAISO,True,True,,,,,44.49668,10.60083,High school graduation in Other scientific subjects. Worked in the Automotive sector. Last held the role of graduating in computer engineering. with [0] years of experience.,,
30029,imported,26 - 30 years,ROLETTO » Turin ~ Piedmont,Male,False,.,computer engineering,Five-year degree,[0],,,[2021],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Roletto,ROLETTO,True,True,,,,,44.92444,7.33232,Five-year degree in computer engineering. with [0] years of experience. Key skills include: ..,,
30069,first contact,26 - 30 years,TURIN » Turin ~ Piedmont,Male,False,,computer engineering,Five-year degree,[0-1],Others,software engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in computer engineering. Worked in the Others sector. Last held the role of software engineer. with [0-1] years of experience.,,
30076,first contact,31 - 35 years,TURIN » Turin ~ Piedmont,Male,False,.,Telecommunications Engineering,Five-year degree,[0],,,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Piedmont,Turin,Torino,TURIN,True,True,,,,,45.0792,7.6761,Five-year degree in Telecommunications Engineering. with [0] years of experience. Key skills include: ..,,
30130,first contact,26 - 30 years,CROSIA » Cosenza ~ Calabria,Male,False,,Civil/Civil and Environmental Engineering,Five-year degree,[1-3],Others,geotechnical civil engineer,[2022],,,,,,,,,,,,,,,,,,,,,,,,False,ITALY,Calabria,Cosenza,Crosia,CROSIA,True,True,,,,,39.5667,16.7667,Five-year degree in Civil/Civil and Environmental Engineering. Worked in the Others sector. Last held the role of geotechnical civil engineer. with [1-3] years of experience.,,
